Song,Artist,source,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Heatin Up (feat. Gunna),Lil Baby,not_hot,7KSSdFCBHCfq4KPzz78ghk,0.788,0.436,1,-9.435,1,0.364,0.0611,0.0,0.0979,0.341,129.847,audio_features,7KSSdFCBHCfq4KPzz78ghk,spotify:track:7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/tracks/7KSSdFCBHCfq4KPzz78ghk,https://api.spotify.com/v1/audio-analysis/7KSSdFCBHCfq4KPzz78ghk,177314,4
SKYBOX,Gunna,not_hot,7GwYENSg87oERcW0Wacd6m,0.779,0.707,1,-6.527,1,0.16,0.0991,0.0,0.0934,0.343,140.894,audio_features,7GwYENSg87oERcW0Wacd6m,spotify:track:7GwYENSg87oERcW0Wacd6m,https://api.spotify.com/v1/tracks/7GwYENSg87oERcW0Wacd6m,https://api.spotify.com/v1/audio-analysis/7GwYENSg87oERcW0Wacd6m,178097,4
Young & Alive,Bazzi,not_hot,2jppfWqd0NmoYK81irH7Gk,0.716,0.563,3,-5.486,1,0.0426,0.326,0.0,0.119,0.494,86.005,audio_features,2jppfWqd0NmoYK81irH7Gk,spotify:track:2jppfWqd0NmoYK81irH7Gk,https://api.spotify.com/v1/tracks/2jppfWqd0NmoYK81irH7Gk,https://api.spotify.com/v1/audio-analysis/2jppfWqd0NmoYK81irH7Gk,160465,4
"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",A Boogie Wit da Hoodie,not_hot,733c1CWmIGymoQXdp7Us88,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,audio_features,733c1CWmIGymoQXdp7Us88,spotify:track:733c1CWmIGymoQXdp7Us88,https://api.spotify.com/v1/tracks/733c1CWmIGymoQXdp7Us88,https://api.spotify.com/v1/audio-analysis/733c1CWmIGymoQXdp7Us88,188563,4
Girl,Myke Towers,not_hot,43NqTeL8pgBxKHPMiJKUP5,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.694,93.021,audio_features,43NqTeL8pgBxKHPMiJKUP5,spotify:track:43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/tracks/43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/audio-analysis/43NqTeL8pgBxKHPMiJKUP5,186427,4
Puesto Pa' Guerrial,"Bad Bunny, Myke Towers",not_hot,5gCg2qMPzKkW4jS4dBKdDs,0.867,0.686,4,-5.342,1,0.221,0.311,0.0,0.1,0.658,139.968,audio_features,5gCg2qMPzKkW4jS4dBKdDs,spotify:track:5gCg2qMPzKkW4jS4dBKdDs,https://api.spotify.com/v1/tracks/5gCg2qMPzKkW4jS4dBKdDs,https://api.spotify.com/v1/audio-analysis/5gCg2qMPzKkW4jS4dBKdDs,190207,4
Definitivamente,"Daddy Yankee, Sech",not_hot,113PlnpZbHd3WIqeYjhZWv,0.813,0.764,8,-3.39,0,0.105,0.586,0.0,0.253,0.429,100.047,audio_features,113PlnpZbHd3WIqeYjhZWv,spotify:track:113PlnpZbHd3WIqeYjhZWv,https://api.spotify.com/v1/tracks/113PlnpZbHd3WIqeYjhZWv,https://api.spotify.com/v1/audio-analysis/113PlnpZbHd3WIqeYjhZWv,217773,4
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,not_hot,4vUmTMuQqjdnvlZmAH61Qk,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,audio_features,4vUmTMuQqjdnvlZmAH61Qk,spotify:track:4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/tracks/4vUmTMuQqjdnvlZmAH61Qk,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4
I Fall Apart,Post Malone,not_hot,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,audio_features,75ZvA4QfFiZvzhj2xkaWAh,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,223347,4
"fuck, i'm lonely (with Anne-Marie)",Lauv,not_hot,7elRvorDP9KEOHIisFgrJG,0.805,0.558,9,-6.46,1,0.0648,0.482,0.0,0.0618,0.68,94.997,audio_features,7elRvorDP9KEOHIisFgrJG,spotify:track:7elRvorDP9KEOHIisFgrJG,https://api.spotify.com/v1/tracks/7elRvorDP9KEOHIisFgrJG,https://api.spotify.com/v1/audio-analysis/7elRvorDP9KEOHIisFgrJG,198973,4
Aventura,"Lunay, Ozuna, Anuel AA",not_hot,37zdqI4r1gswIzczSBkRon,0.729,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,0.876,92.025,audio_features,37zdqI4r1gswIzczSBkRon,spotify:track:37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/tracks/37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/audio-analysis/37zdqI4r1gswIzczSBkRon,217130,4
Rare,Selena Gomez,not_hot,7HMmFQsKsljwTw8bS7lu19,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,audio_features,7HMmFQsKsljwTw8bS7lu19,spotify:track:7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/tracks/7HMmFQsKsljwTw8bS7lu19,https://api.spotify.com/v1/audio-analysis/7HMmFQsKsljwTw8bS7lu19,220590,4
VIBEZ,DaBaby,not_hot,0fySG6A6qLE8IvDpayb5bM,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,audio_features,0fySG6A6qLE8IvDpayb5bM,spotify:track:0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/tracks/0fySG6A6qLE8IvDpayb5bM,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,144935,4
Mean It,"Lauv, LANY",not_hot,6mXdCcFnPKQznj4CmMRmHC,0.747,0.45,7,-8.543,1,0.0919,0.0407,0.0,0.17,0.329,96.001,audio_features,6mXdCcFnPKQznj4CmMRmHC,spotify:track:6mXdCcFnPKQznj4CmMRmHC,https://api.spotify.com/v1/tracks/6mXdCcFnPKQznj4CmMRmHC,https://api.spotify.com/v1/audio-analysis/6mXdCcFnPKQznj4CmMRmHC,232853,4
That Way,Lil Uzi Vert,not_hot,2ajzBr7vwHTEBeqDzcsNRC,0.712,0.598,7,-5.368,0,0.0388,0.0546,0.0,0.154,0.504,130.007,audio_features,2ajzBr7vwHTEBeqDzcsNRC,spotify:track:2ajzBr7vwHTEBeqDzcsNRC,https://api.spotify.com/v1/tracks/2ajzBr7vwHTEBeqDzcsNRC,https://api.spotify.com/v1/audio-analysis/2ajzBr7vwHTEBeqDzcsNRC,212354,4
Live Off My Closet (feat. Future),Lil Baby,not_hot,6AyWdCtEn1DdxjnxPeojR2,0.807,0.678,6,-3.244,0,0.177,0.0345,0.0,0.0986,0.21,147.004,audio_features,6AyWdCtEn1DdxjnxPeojR2,spotify:track:6AyWdCtEn1DdxjnxPeojR2,https://api.spotify.com/v1/tracks/6AyWdCtEn1DdxjnxPeojR2,https://api.spotify.com/v1/audio-analysis/6AyWdCtEn1DdxjnxPeojR2,173061,4
Commercial (feat. Lil Uzi Vert),Lil Baby,not_hot,3tDqEKKUs6gf8zMvSuLyLA,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998,audio_features,3tDqEKKUs6gf8zMvSuLyLA,spotify:track:3tDqEKKUs6gf8zMvSuLyLA,https://api.spotify.com/v1/tracks/3tDqEKKUs6gf8zMvSuLyLA,https://api.spotify.com/v1/audio-analysis/3tDqEKKUs6gf8zMvSuLyLA,214215,4
Sum 2 Prove,Lil Baby,not_hot,5f4Hy5mw5SRaUgXX9c6P5S,0.827,0.552,4,-7.571,0,0.274,0.0169,0.0,0.122,0.408,124.011,audio_features,5f4Hy5mw5SRaUgXX9c6P5S,spotify:track:5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/tracks/5f4Hy5mw5SRaUgXX9c6P5S,https://api.spotify.com/v1/audio-analysis/5f4Hy5mw5SRaUgXX9c6P5S,205760,4
Filter,BTS,not_hot,4bZZVcgWWMWPBwzTTp642w,0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,audio_features,4bZZVcgWWMWPBwzTTp642w,spotify:track:4bZZVcgWWMWPBwzTTp642w,https://api.spotify.com/v1/tracks/4bZZVcgWWMWPBwzTTp642w,https://api.spotify.com/v1/audio-analysis/4bZZVcgWWMWPBwzTTp642w,180221,4
Matrix,Apache 207,not_hot,7ygVaACDENw4PgLbN1awFE,0.789,0.509,9,-8.766,0,0.291,0.768,3.36e-06,0.272,0.418,114.957,audio_features,7ygVaACDENw4PgLbN1awFE,spotify:track:7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/tracks/7ygVaACDENw4PgLbN1awFE,https://api.spotify.com/v1/audio-analysis/7ygVaACDENw4PgLbN1awFE,183793,4
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",not_hot,1Xnn1TPyr5h0hpRAT4B4EA,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,0.758,165.941,audio_features,1Xnn1TPyr5h0hpRAT4B4EA,spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/tracks/1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/audio-analysis/1Xnn1TPyr5h0hpRAT4B4EA,304733,4
Infeliz,"Arcangel, Bad Bunny",not_hot,4z6wo6PJG4Fve45OXK6D9m,0.713,0.798,1,-3.147,1,0.219,0.366,4.3e-06,0.246,0.721,176.073,audio_features,4z6wo6PJG4Fve45OXK6D9m,spotify:track:4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/tracks/4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/audio-analysis/4z6wo6PJG4Fve45OXK6D9m,221103,4
Que Tire Pa Lante,Daddy Yankee,not_hot,7nA9aSTYlwPbiKjOjaGBxv,0.659,0.901,7,-2.814,1,0.0358,0.0478,0.0,0.148,0.704,93.979,audio_features,7nA9aSTYlwPbiKjOjaGBxv,spotify:track:7nA9aSTYlwPbiKjOjaGBxv,https://api.spotify.com/v1/tracks/7nA9aSTYlwPbiKjOjaGBxv,https://api.spotify.com/v1/audio-analysis/7nA9aSTYlwPbiKjOjaGBxv,210520,4
Futsal Shuffle 2020,Lil Uzi Vert,not_hot,2Ec33AVlkTTq8BHFgBTdQs,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,audio_features,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/tracks/2Ec33AVlkTTq8BHFgBTdQs,https://api.spotify.com/v1/audio-analysis/2Ec33AVlkTTq8BHFgBTdQs,198913,4
GOODMORNINGTOKYO!,TOKYO’S REVENGE,not_hot,0Q2n5yzl2XRqYbV77tZNYp,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,0.664,124.918,audio_features,0Q2n5yzl2XRqYbV77tZNYp,spotify:track:0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/tracks/0Q2n5yzl2XRqYbV77tZNYp,https://api.spotify.com/v1/audio-analysis/0Q2n5yzl2XRqYbV77tZNYp,150115,4
Own It (feat. Ed Sheeran & Burna Boy),Stormzy,not_hot,4QPEwDdOMhY7rNS05mTyMR,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,0.359,104.0,audio_features,4QPEwDdOMhY7rNS05mTyMR,spotify:track:4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/tracks/4QPEwDdOMhY7rNS05mTyMR,https://api.spotify.com/v1/audio-analysis/4QPEwDdOMhY7rNS05mTyMR,216707,4
"Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",Future,not_hot,4iiWcajF1fEUpwcUewc464,0.81,0.566,5,-8.33,1,0.433,0.107,0.0,0.122,0.582,142.069,audio_features,4iiWcajF1fEUpwcUewc464,spotify:track:4iiWcajF1fEUpwcUewc464,https://api.spotify.com/v1/tracks/4iiWcajF1fEUpwcUewc464,https://api.spotify.com/v1/audio-analysis/4iiWcajF1fEUpwcUewc464,315346,4
My Time,BTS,not_hot,0YJFlxeHMUr9MxSDQVuQJA,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91,audio_features,0YJFlxeHMUr9MxSDQVuQJA,spotify:track:0YJFlxeHMUr9MxSDQVuQJA,https://api.spotify.com/v1/tracks/0YJFlxeHMUr9MxSDQVuQJA,https://api.spotify.com/v1/audio-analysis/0YJFlxeHMUr9MxSDQVuQJA,234458,4
100k Cash,"Capital Bra, Samra",not_hot,033if6Adj8fwBYsQzHOfQ8,0.701,0.714,10,-5.906,1,0.524,0.289,0.0,0.0883,0.604,86.91,audio_features,033if6Adj8fwBYsQzHOfQ8,spotify:track:033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/tracks/033if6Adj8fwBYsQzHOfQ8,https://api.spotify.com/v1/audio-analysis/033if6Adj8fwBYsQzHOfQ8,173353,4
Drown (feat. Clinton Kane),Martin Garrix,not_hot,4RVtBlHFKj51Ipvpfv5ER4,0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,audio_features,4RVtBlHFKj51Ipvpfv5ER4,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4
me & ur ghost,blackbear,not_hot,5tiZBnx5IvETA0Pj3gELjn,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,audio_features,5tiZBnx5IvETA0Pj3gELjn,spotify:track:5tiZBnx5IvETA0Pj3gELjn,https://api.spotify.com/v1/tracks/5tiZBnx5IvETA0Pj3gELjn,https://api.spotify.com/v1/audio-analysis/5tiZBnx5IvETA0Pj3gELjn,201398,4
QUE PRETENDES,"J Balvin, Bad Bunny",not_hot,25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,audio_features,25ZAibhr3bdlMCLmubZDVt,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4
You Need To Calm Down,Taylor Swift,not_hot,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,audio_features,6RRNNciQGZEXnqk8SQ9yv5,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/tracks/6RRNNciQGZEXnqk8SQ9yv5,https://api.spotify.com/v1/audio-analysis/6RRNNciQGZEXnqk8SQ9yv5,171360,4
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",not_hot,5Id5B3dxJZhPcV9GzgYZZe,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,audio_features,5Id5B3dxJZhPcV9GzgYZZe,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/tracks/5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/audio-analysis/5Id5B3dxJZhPcV9GzgYZZe,216067,4
Trampoline (with ZAYN),SHAED,not_hot,2ez6qvOTHKeI3ss80NGqnI,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.137,0.498,126.803,audio_features,2ez6qvOTHKeI3ss80NGqnI,spotify:track:2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/tracks/2ez6qvOTHKeI3ss80NGqnI,https://api.spotify.com/v1/audio-analysis/2ez6qvOTHKeI3ss80NGqnI,184280,4
Truth Hurts,Lizzo,not_hot,3HWzoMvoF3TQfYg4UPszDq,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,audio_features,3HWzoMvoF3TQfYg4UPszDq,spotify:track:3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/tracks/3HWzoMvoF3TQfYg4UPszDq,https://api.spotify.com/v1/audio-analysis/3HWzoMvoF3TQfYg4UPszDq,173325,4
bury a friend,Billie Eilish,not_hot,4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4
Louder than bombs,BTS,not_hot,4Aw8n6r2vuU0KUo1a2nftp,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999,audio_features,4Aw8n6r2vuU0KUo1a2nftp,spotify:track:4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/tracks/4Aw8n6r2vuU0KUo1a2nftp,https://api.spotify.com/v1/audio-analysis/4Aw8n6r2vuU0KUo1a2nftp,217404,4
UGH!,BTS,not_hot,2QZe2H1f03t5PJWEMg2Mbe,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,0.333,165.996,audio_features,2QZe2H1f03t5PJWEMg2Mbe,spotify:track:2QZe2H1f03t5PJWEMg2Mbe,https://api.spotify.com/v1/tracks/2QZe2H1f03t5PJWEMg2Mbe,https://api.spotify.com/v1/audio-analysis/2QZe2H1f03t5PJWEMg2Mbe,225012,4
00:00 (Zero O’Clock),BTS,not_hot,6fqaMyg066xlukvUJWdM2T,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962,audio_features,6fqaMyg066xlukvUJWdM2T,spotify:track:6fqaMyg066xlukvUJWdM2T,https://api.spotify.com/v1/tracks/6fqaMyg066xlukvUJWdM2T,https://api.spotify.com/v1/audio-analysis/6fqaMyg066xlukvUJWdM2T,250296,4
Friends,BTS,not_hot,5RjUtRlDonw3TBgGGMLC5b,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,audio_features,5RjUtRlDonw3TBgGGMLC5b,spotify:track:5RjUtRlDonw3TBgGGMLC5b,https://api.spotify.com/v1/tracks/5RjUtRlDonw3TBgGGMLC5b,https://api.spotify.com/v1/audio-analysis/5RjUtRlDonw3TBgGGMLC5b,199339,4
We are Bulletproof : the Eternal,BTS,not_hot,133ocfbXXG4HTk76qgSeUb,0.522,0.574,9,-5.225,0,0.0317,0.224,0.0,0.108,0.176,84.044,audio_features,133ocfbXXG4HTk76qgSeUb,spotify:track:133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/tracks/133ocfbXXG4HTk76qgSeUb,https://api.spotify.com/v1/audio-analysis/133ocfbXXG4HTk76qgSeUb,261543,4
Inner Child,BTS,not_hot,25MHcbjvSdcfTiFgbKJiZF,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953,audio_features,25MHcbjvSdcfTiFgbKJiZF,spotify:track:25MHcbjvSdcfTiFgbKJiZF,https://api.spotify.com/v1/tracks/25MHcbjvSdcfTiFgbKJiZF,https://api.spotify.com/v1/audio-analysis/25MHcbjvSdcfTiFgbKJiZF,233266,4
Moon,BTS,not_hot,6KhAXXgDtEEahVzATvFNcn,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,audio_features,6KhAXXgDtEEahVzATvFNcn,spotify:track:6KhAXXgDtEEahVzATvFNcn,https://api.spotify.com/v1/tracks/6KhAXXgDtEEahVzATvFNcn,https://api.spotify.com/v1/audio-analysis/6KhAXXgDtEEahVzATvFNcn,208590,4
Outro : Ego,BTS,not_hot,2LVw2bIK99go1NdD77dUCW,0.808,0.903,0,-3.106,1,0.0957,0.0121,0.000248,0.0993,0.473,116.988,audio_features,2LVw2bIK99go1NdD77dUCW,spotify:track:2LVw2bIK99go1NdD77dUCW,https://api.spotify.com/v1/tracks/2LVw2bIK99go1NdD77dUCW,https://api.spotify.com/v1/audio-analysis/2LVw2bIK99go1NdD77dUCW,196199,4
Interlude : Shadow,BTS,not_hot,7om4LRoSct9hiMPo0fPn7m,0.384,0.798,9,-6.439,0,0.434,0.115,0.0,0.181,0.146,149.854,audio_features,7om4LRoSct9hiMPo0fPn7m,spotify:track:7om4LRoSct9hiMPo0fPn7m,https://api.spotify.com/v1/tracks/7om4LRoSct9hiMPo0fPn7m,https://api.spotify.com/v1/audio-analysis/7om4LRoSct9hiMPo0fPn7m,259821,4
Respect,BTS,not_hot,2yKBnKOmPXePrbHqRv42r4,0.661,0.838,0,-4.806,1,0.116,0.00491,0.0,0.287,0.526,91.463,audio_features,2yKBnKOmPXePrbHqRv42r4,spotify:track:2yKBnKOmPXePrbHqRv42r4,https://api.spotify.com/v1/tracks/2yKBnKOmPXePrbHqRv42r4,https://api.spotify.com/v1/audio-analysis/2yKBnKOmPXePrbHqRv42r4,237540,4
Tudo Ok,"Thiaguinho MT, Mila, JS o Mão de Ouro",not_hot,4HUZBG98TYbxSR9V1V2DWS,0.814,0.755,11,-6.164,0,0.0942,0.239,0.0,0.306,0.963,79.976,audio_features,4HUZBG98TYbxSR9V1V2DWS,spotify:track:4HUZBG98TYbxSR9V1V2DWS,https://api.spotify.com/v1/tracks/4HUZBG98TYbxSR9V1V2DWS,https://api.spotify.com/v1/audio-analysis/4HUZBG98TYbxSR9V1V2DWS,178500,4
Perreo en La Luna,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",not_hot,0RDgqtvOHLwcI6yz9bjsZV,0.711,0.757,1,-4.188,0,0.29,0.268,0.0,0.367,0.724,174.013,audio_features,0RDgqtvOHLwcI6yz9bjsZV,spotify:track:0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/tracks/0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/audio-analysis/0RDgqtvOHLwcI6yz9bjsZV,218587,4
"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,not_hot,1a3xfVZyJnlKn4t65ccBbp,0.703,0.746,2,-4.718,1,0.257,0.00535,1.8e-05,0.357,0.0655,171.387,audio_features,1a3xfVZyJnlKn4t65ccBbp,spotify:track:1a3xfVZyJnlKn4t65ccBbp,https://api.spotify.com/v1/tracks/1a3xfVZyJnlKn4t65ccBbp,https://api.spotify.com/v1/audio-analysis/1a3xfVZyJnlKn4t65ccBbp,321213,4
all the good girls go to hell,Billie Eilish,not_hot,6IRdLKIyS4p7XNiP8r6rsx,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,audio_features,6IRdLKIyS4p7XNiP8r6rsx,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,168840,4
SENTADÃO,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",not_hot,1OJT7rLMCdKt6YCk8E9XPU,0.679,0.869,6,-1.94,1,0.0589,0.178,0.0,0.223,0.924,173.995,audio_features,1OJT7rLMCdKt6YCk8E9XPU,spotify:track:1OJT7rLMCdKt6YCk8E9XPU,https://api.spotify.com/v1/tracks/1OJT7rLMCdKt6YCk8E9XPU,https://api.spotify.com/v1/audio-analysis/1OJT7rLMCdKt6YCk8E9XPU,143448,4
Lottery (Renegade),K CAMP,not_hot,4dZTZbmJBCCofAExHwefda,0.915,0.556,1,-8.601,1,0.216,0.0145,0.000179,0.0733,0.67,148.964,audio_features,4dZTZbmJBCCofAExHwefda,spotify:track:4dZTZbmJBCCofAExHwefda,https://api.spotify.com/v1/tracks/4dZTZbmJBCCofAExHwefda,https://api.spotify.com/v1/audio-analysis/4dZTZbmJBCCofAExHwefda,170947,4
Si Te Vas,"Sech, Ozuna",not_hot,6Y4PDQv4XjYjHLeLmvyOt0,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-06,0.143,0.554,174.101,audio_features,6Y4PDQv4XjYjHLeLmvyOt0,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/tracks/6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/audio-analysis/6Y4PDQv4XjYjHLeLmvyOt0,204907,4
Que Calor (with J Balvin & El Alfa),"Major Lazer, Diplo",not_hot,3iQGDAAKMrlJarnaYNgnSE,0.873,0.656,8,-6.043,1,0.068,0.00477,0.387,0.0726,0.546,125.982,audio_features,3iQGDAAKMrlJarnaYNgnSE,spotify:track:3iQGDAAKMrlJarnaYNgnSE,https://api.spotify.com/v1/tracks/3iQGDAAKMrlJarnaYNgnSE,https://api.spotify.com/v1/audio-analysis/3iQGDAAKMrlJarnaYNgnSE,206811,4
Rich Rich,Ufo361,not_hot,6RcUrGjGZTm7VCYcrwlGOS,0.548,0.648,4,-4.796,0,0.292,0.0842,0.000487,0.123,0.232,141.937,audio_features,6RcUrGjGZTm7VCYcrwlGOS,spotify:track:6RcUrGjGZTm7VCYcrwlGOS,https://api.spotify.com/v1/tracks/6RcUrGjGZTm7VCYcrwlGOS,https://api.spotify.com/v1/audio-analysis/6RcUrGjGZTm7VCYcrwlGOS,204319,4
Indeciso,"Reik, J Balvin, Lalo Ebratt",not_hot,59s0s39NFWScuHDbHytI14,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.896,94.949,audio_features,59s0s39NFWScuHDbHytI14,spotify:track:59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/tracks/59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/audio-analysis/59s0s39NFWScuHDbHytI14,217253,4
i love you,Billie Eilish,not_hot,6CcJMwBtXByIz4zQLzFkKc,0.421,0.131,0,-18.435,1,0.0382,0.952,0.00453,0.109,0.12,137.446,audio_features,6CcJMwBtXByIz4zQLzFkKc,spotify:track:6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/tracks/6CcJMwBtXByIz4zQLzFkKc,https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,291796,4
Mejor,"Dalex, Sech",not_hot,6C1jKbkCUgFws7M0M4oGCB,0.524,0.577,2,-4.501,1,0.18,0.185,0.0,0.103,0.19,175.396,audio_features,6C1jKbkCUgFws7M0M4oGCB,spotify:track:6C1jKbkCUgFws7M0M4oGCB,https://api.spotify.com/v1/tracks/6C1jKbkCUgFws7M0M4oGCB,https://api.spotify.com/v1/audio-analysis/6C1jKbkCUgFws7M0M4oGCB,201361,4
Give No Fxk,"Migos, Travis Scott, Young Thug",not_hot,6ZelF5APDN5r6XnFqcnvWR,0.904,0.627,1,-5.608,1,0.222,0.0303,5.68e-06,0.0923,0.236,145.976,audio_features,6ZelF5APDN5r6XnFqcnvWR,spotify:track:6ZelF5APDN5r6XnFqcnvWR,https://api.spotify.com/v1/tracks/6ZelF5APDN5r6XnFqcnvWR,https://api.spotify.com/v1/audio-analysis/6ZelF5APDN5r6XnFqcnvWR,224243,4
